Chr,Start,End,Symbol,Strand,TPM,,Gene_ID,Type,N_alu,N_events,Ed_Pri,Ed_Mat
chr11,62554874,62557872,TMEM179B,+,43.178,V,ENSG00000185475,protein_coding,1,3,0.154,0.0
chr12,53773960,53810230,SP1,+,85.887,V,ENSG00000185591,protein_coding,36,3,0.019,0.0
chr15,79102829,79190475,MORF4L1,+,58.483,V,ENSG00000185787,protein_coding,54,3,0.244,0.0
chr12,52908359,52914314,KRT5,-,6029.393,V,ENSG00000186081,protein_coding,0,3,0.001,0.0
chr16,75032928,75144892,ZNRF1,+,16.769,V,ENSG00000186187,protein_coding,44,3,0.2,0.0
chr1,146373546,146467744,NBPF12,+,1.109,V,ENSG00000186275,protein_coding,10,3,0.131,0.0
chr10,118640988,118886097,SHTN1,-,9.345,V,ENSG00000187164,protein_coding,63,3,0.667,0.0
chr22,24080869,24093299,ZNF70,-,2.416,V,ENSG00000187792,protein_coding,12,3,0.478,0.0
chr3,188665003,189043093,TPRG1,+,38.067,V,ENSG00000188001,protein_coding,31,3,0.145,0.0
chr22,46316246,46373042,WNT7B,-,26.279,V,ENSG00000188064,protein_coding,8,3,0.023,0.0
chr3,146232967,146262643,PLSCR1,-,49.025,V,ENSG00000188313,protein_coding,5,3,0.282,0.0
chr16,28485432,28506896,CLN3,-,0.474,V,ENSG00000188603,protein_coding,20,3,0.181,0.0
chr1,97543299,98460556,DPYD,-,24.821,V,ENSG00000188641,protein_coding,82,3,0.074,0.0
chr7,150019728,150029810,ZBED6CL,+,3.443,V,ENSG00000188707,protein_coding,1,3,0.278,0.0
chr6,116588923,116601066,TSPYL1,-,21.596,V,ENSG00000189241,protein_coding,3,3,0.125,0.0
chr22,42904350,42915802,RRP7A,-,10.758,V,ENSG00000189306,protein_coding,2,3,0.206,0.0
chr2,201170604,201346987,SPATS2L,+,15.531,V,ENSG00000196141,protein_coding,30,3,0.571,0.0
chr22,50713408,50746075,PLXNB2,-,198.21,V,ENSG00000196576,protein_coding,3,3,0.333,0.0
chr9,139702395,139735639,RABL6,+,25.877,V,ENSG00000196642,protein_coding,11,3,0.456,0.0
chr15,63889552,63894627,FBXL22,+,2.783,V,ENSG00000197361,protein_coding,0,3,0.137,0.0
chr4,38869298,38947360,FAM114A1,+,28.548,V,ENSG00000197712,protein_coding,24,3,0.018,0.0
chr16,1823208,1831709,EME2,+,22.017,V,ENSG00000197774,protein_coding,1,3,0.014,0.0
chr19,53738634,53758151,ZNF677,-,2.303,V,ENSG00000197928,protein_coding,6,3,0.126,0.0
chr19,53627325,53662328,ZNF347,-,1.942,V,ENSG00000197937,protein_coding,12,3,0.178,0.0
chr20,44577299,44600842,ZNF335,-,17.822,V,ENSG00000198026,protein_coding,7,3,0.347,0.0
chr4,88257667,88312340,HSD17B11,-,10.178,V,ENSG00000198189,protein_coding,26,3,0.178,0.0
chr20,62571182,62587769,UCKL1,-,56.209,V,ENSG00000198276,protein_coding,3,3,0.057,0.0
chr2,69546901,69614386,GFPT1,-,20.451,V,ENSG00000198380,protein_coding,37,3,0.386,0.0
chr1,201798277,201853419,IPO9,+,12.69,V,ENSG00000198700,protein_coding,25,3,0.231,0.0
chr10,103867317,103880210,LDB1,-,97.911,V,ENSG00000198728,protein_coding,1,3,0.076,0.0
chr1,11166592,11322564,MTOR,-,15.85,V,ENSG00000198793,protein_coding,72,3,0.229,0.0
chrX,30671476,30749573,GK,+,11.69,V,ENSG00000198814,protein_coding,30,3,0.222,0.0
chr1,153901977,153919194,DENND4B,-,22.47,V,ENSG00000198837,protein_coding,3,3,0.178,0.0
chr1,150532678,150547028,ADAMTSL4-AS1,-,1.548,V,ENSG00000203804,lncRNA,9,3,0.267,0.0
chr19,58193337,58228669,ZNF551,+,4.709,V,ENSG00000204519,protein_coding,10,3,0.156,0.0
chr2,101624079,101869328,TBC1D8,-,24.231,V,ENSG00000204634,protein_coding,109,3,0.124,0.0
chr16,77233294,77247112,SYCE1L,+,2.341,V,ENSG00000205078,protein_coding,3,3,0.091,0.0
chr5,122110774,122170238,SNX2,+,14.805,V,ENSG00000205302,protein_coding,18,3,0.151,0.0
chr21,35747779,35789259,SMIM11A,+,0.034,V,ENSG00000205670,protein_coding,11,3,0.059,0.0
chr2,61368727,61372104,AC016747.1,-,1.674,V,ENSG00000212978,lncRNA,1,3,0.467,0.0
chr3,196018090,196045170,TCTEX1D2,-,3.682,V,ENSG00000213123,protein_coding,25,3,0.233,0.0
chr2,26987152,27004099,SLC35F6,+,30.029,V,ENSG00000213699,protein_coding,5,3,0.02,0.0
chr22,38686697,38714089,CSNK1E,-,34.841,V,ENSG00000213923,protein_coding,10,3,0.013,0.0
chr19,33182867,33204702,NUDT19,+,15.851,V,ENSG00000213965,protein_coding,19,3,0.024,0.0
chr10,104629227,104661656,AS3MT,+,0.036,V,ENSG00000214435,protein_coding,24,3,0.244,0.0
chr12,8388011,8395160,LINC02449,+,1.654,V,ENSG00000215241,lncRNA,2,3,0.29,0.0
chrX,41192537,41223725,DDX3X,+,64.837,V,ENSG00000215301,protein_coding,15,3,0.135,0.0
chr1,22351051,22357716,LINC00339,+,1.688,V,ENSG00000218510,lncRNA,3,3,0.389,0.0
chr1,45274154,45281257,BTBD19,+,8.372,V,ENSG00000222009,protein_coding,1,3,0.076,0.0
chrX,47064320,47065264,INE1,+,8.123,V,ENSG00000224975,lncRNA,0,3,0.122,0.0
chr2,173345568,173421324,AC078883.1,-,1.947,V,ENSG00000225205,lncRNA,13,3,0.667,0.0
chr10,81421150,81586350,NUTM2B-AS1,-,1.495,V,ENSG00000225484,lncRNA,23,3,0.333,0.0
chr1,113499037,113589677,SLC16A1-AS1,+,0.786,V,ENSG00000226419,lncRNA,79,3,0.178,0.0
chr1,60981388,61106179,LINC01748,-,0.911,V,ENSG00000226476,lncRNA,8,3,0.322,0.0
chr7,30028216,30067159,AC007285.1,+,0.56,V,ENSG00000227014,lncRNA,19,3,0.099,0.0
chr10,101989386,101994155,AL138921.1,+,0.964,V,ENSG00000227492,lncRNA,3,3,0.066,0.0
chr17,26925808,26944395,SPAG5-AS1,+,1.288,V,ENSG00000227543,lncRNA,15,3,0.156,0.0
chr2,27293340,27294522,OST4,-,264.554,V,ENSG00000228474,protein_coding,0,3,0.002,0.0
chr1,236703394,236713580,AL359921.1,-,5.716,V,ENSG00000230325,lncRNA,1,3,0.049,0.0
chr6,2851464,2881641,SERPINB9P1,-,3.372,V,ENSG00000230438,lncRNA,5,3,0.4,0.0
chr3,45717861,45730692,LIMD1-AS1,-,0.663,V,ENSG00000230530,lncRNA,5,3,0.054,0.0
chr5,148873877,148884233,AC021078.1,-,14.11,V,ENSG00000230551,lncRNA,6,3,0.142,0.0
chr6,113938129,113971292,LINC02541,-,5.128,V,ENSG00000230943,lncRNA,11,3,0.361,0.0
chr16,83841448,83853342,HSBP1,+,25.484,V,ENSG00000230989,protein_coding,4,3,0.2,0.0
chr1,119683014,119818596,WARS2-AS1,+,1.816,V,ENSG00000231365,lncRNA,22,3,0.148,0.0
chr7,73473906,73476614,ELN-AS1,-,3.317,V,ENSG00000232415,lncRNA,2,3,0.008,0.0
chr3,49402578,49404439,RHOA-IT1,-,3.413,V,ENSG00000235908,lncRNA,2,3,0.159,0.0
chr19,20718631,20748615,AC008554.1,-,1.641,V,ENSG00000237440,protein_coding,19,3,0.333,0.0
chr10,131818289,131909094,C10orf143,-,1.619,V,ENSG00000237489,protein_coding,22,3,0.267,0.0
chr1,44403590,44412223,AL357079.1,-,2.602,V,ENSG00000237950,lncRNA,4,3,0.178,0.0
chr1,152140601,152417932,FLG-AS1,+,2.58,V,ENSG00000237975,lncRNA,14,3,0.439,0.0
chr7,99798276,99869855,CASTOR3,-,2.788,V,ENSG00000239521,protein_coding,47,3,0.441,0.0
chr10,18834490,18948214,NSUN6,-,8.051,V,ENSG00000241058,protein_coding,31,3,0.6,0.0
chr22,43192508,43254112,ARFGAP3,-,36.232,V,ENSG00000242247,protein_coding,36,3,0.248,0.0
chr21,38593720,38610045,AP001432.1,+,2.206,V,ENSG00000242553,lncRNA,3,3,0.016,0.0
chr7,99712837,99724762,AC073842.2,-,2.005,V,ENSG00000242798,lncRNA,14,3,0.2,0.0
chr7,76139745,76145838,UPK3B,+,54.035,V,ENSG00000243566,protein_coding,1,3,0.111,0.0
chr3,141637094,141637863,ATP1B3-AS1,-,11.968,V,ENSG00000244124,lncRNA,0,3,0.404,0.0
chr19,10222369,10226048,P2RY11,+,4.906,V,ENSG00000244165,protein_coding,2,3,0.386,0.0
chr12,27542722,27599558,ARNTL2-AS1,-,0.878,V,ENSG00000245311,lncRNA,8,3,0.022,0.0
chr5,77638189,77656331,SCAMP1-AS1,-,3.422,V,ENSG00000245556,lncRNA,5,3,0.229,0.0
chr11,18610328,18631802,SPTY2D1OS,+,1.546,V,ENSG00000247595,protein_coding,9,3,0.2,0.0
chr12,27124519,27132515,AC024896.1,+,4.673,V,ENSG00000247903,lncRNA,4,3,0.048,0.0
chr4,2936609,2963465,NOP14-AS1,+,3.61,V,ENSG00000249673,lncRNA,3,3,0.019,0.0
chr5,52226436,52286108,AC025180.1,-,0.437,V,ENSG00000249899,lncRNA,4,3,0.635,0.0
chrX,46357162,46404892,ZNF674,-,0.825,V,ENSG00000251192,protein_coding,21,3,0.314,0.0
chr1,74663896,74699770,FPGT,+,8.697,V,ENSG00000254685,protein_coding,1,3,0.268,0.0
chr11,76146603,76155731,AP002360.1,-,4.178,V,ENSG00000255135,lncRNA,4,3,0.11,0.0
chr10,102265385,102289638,AL133352.1,-,0.165,V,ENSG00000255339,protein_coding,14,3,0.402,0.0
chr14,71165415,71178870,LINC01269,+,25.063,V,ENSG00000258689,lncRNA,4,3,0.041,0.0
chr14,96671181,96730266,AL355102.2,+,0.619,V,ENSG00000258691,protein_coding,7,3,0.019,0.0
chr1,74663919,75010077,FPGT-TNNI3K,+,0.107,V,ENSG00000259030,protein_coding,21,3,0.268,0.0
chr20,33855688,33867846,AL121753.1,-,3.336,V,ENSG00000261582,protein_coding,2,3,0.127,0.0
chr17,78174472,78179748,AC087741.1,-,4.496,V,ENSG00000262580,lncRNA,1,3,0.44,0.0
chr1,206643819,206670222,IKBKE,+,38.24,V,ENSG00000263528,protein_coding,6,3,0.105,0.0
chr1,148555979,148596267,NBPF15,+,6.835,V,ENSG00000266338,protein_coding,9,3,0.267,0.0
chr19,45134874,45228481,AC243964.2,-,0.51,V,ENSG00000266903,lncRNA,42,3,0.101,0.0
chr19,34887220,34900269,AC092073.1,+,0.091,V,ENSG00000266953,protein_coding,14,3,0.014,0.0
chr19,37205285,37263727,ZNF850,-,0.674,V,ENSG00000267041,protein_coding,39,3,0.2,0.0
chr19,11411453,11435117,AC011472.2,-,1.675,V,ENSG00000267174,lncRNA,21,3,0.013,0.0
chr17,73894726,73926210,AC087289.4,-,0.331,V,ENSG00000267426,protein_coding,16,3,0.2,0.0
chr19,59070496,59086164,MZF1-AS1,+,2.989,V,ENSG00000267858,lncRNA,7,3,0.396,0.0
chr19,18668585,18672370,AC005253.1,-,2.998,V,ENSG00000268030,lncRNA,1,3,0.399,0.0
chr16,67515217,67539880,AC009061.2,+,1.279,V,ENSG00000270049,lncRNA,26,3,0.273,0.0
chr1,145477069,145501670,LIX1L,+,9.135,V,ENSG00000271601,protein_coding,14,3,0.051,0.0
chr10,75463493,75473339,AC022400.6,-,3.183,V,ENSG00000272140,lncRNA,5,3,0.208,0.0
chr10,88753189,88784489,AL136982.6,+,0.285,V,ENSG00000272508,lncRNA,12,3,0.467,0.0
chr3,195975101,196045093,AC069257.3,-,0.125,V,ENSG00000272741,protein_coding,51,3,0.233,0.0
chr17,36507727,36561846,SOCS7,+,7.701,V,ENSG00000274211,protein_coding,27,3,0.2,0.0
chr16,10539166,10543604,AC131649.2,-,3.359,V,ENSG00000279662,TEC,0,3,0.17,0.0
chr5,176903632,176906657,AC145098.2,-,1.779,V,ENSG00000279821,TEC,1,3,0.533,0.0
chr2,219940051,220035549,AC068946.1,-,1.025,V,ENSG00000280537,protein_coding,30,3,0.07,0.0
chr19,23442708,23457053,AC092329.4,-,1.213,V,ENSG00000284428,lncRNA,12,3,0.194,0.0
chr22,40742533,40806058,AL022238.4,+,0.039,V,ENSG00000284431,protein_coding,35,3,0.202,0.0
chr1,43124358,43147831,AC098484.4,-,4.685,V,ENSG00000285728,lncRNA,8,3,0.134,0.0
chr11,118272317,118353452,AP001267.5,+,0.027,V,ENSG00000285827,protein_coding,42,3,0.2,0.0
chr1,22310099,22357110,AL590556.3,+,0.11,V,ENSG00000285959,lncRNA,38,3,0.389,0.0
chr17,80231624,80237521,AC132872.5,+,1.445,V,ENSG00000287737,lncRNA,1,3,0.248,0.0
chr1,169818772,169863408,SCYL3,-,6.871,V,ENSG00000000457,protein_coding,3,2,0.181,0.0
chr2,37458774,37480546,NDUFAF7,+,7.347,V,ENSG00000003509,protein_coding,8,2,0.51,0.0
chr16,3775055,3930727,CREBBP,-,18.567,V,ENSG00000005339,protein_coding,59,2,0.367,0.0
chr17,43340486,43394395,MAP3K14,-,16.519,V,ENSG00000006062,protein_coding,18,2,0.183,0.0
chr7,39663164,39747719,RALA,+,61.091,V,ENSG00000006451,protein_coding,35,2,0.3,0.0
chr19,45582546,45808542,MARK4,+,11.559,V,ENSG00000007047,protein_coding,138,2,0.248,0.0
chr17,9813926,10101868,AC005747.1,-,14.362,V,ENSG00000007237,protein_coding,111,2,0.102,0.0
chr1,23832930,23857725,E2F2,-,13.602,V,ENSG00000007968,protein_coding,8,2,0.22,0.0
chr12,16500076,16762193,MGST1,+,28.814,V,ENSG00000008394,protein_coding,18,2,0.156,0.0
chrX,148558519,148602635,IDS,-,3.712,V,ENSG00000010404,protein_coding,3,2,0.017,0.0
chr9,33750464,33799229,PRSS3,+,76.515,V,ENSG00000010438,protein_coding,7,2,0.503,0.0
chr19,797075,812327,PTBP1,+,107.155,V,ENSG00000011304,protein_coding,2,2,0.2,0.0
chr12,91534261,91576601,DCN,-,62.863,V,ENSG00000011465,protein_coding,6,2,0.183,0.0
chr10,126630692,126676758,ZRANB1,+,9.82,V,ENSG00000019995,protein_coding,21,2,0.52,0.0
chr3,52232102,52248343,ALAS1,+,64.053,V,ENSG00000023330,protein_coding,5,2,0.226,0.0
chr1,193059996,193075244,GLRX2,-,5.314,V,ENSG00000023572,protein_coding,6,2,0.109,0.0
chr1,94350755,94375012,GCLM,-,13.757,V,ENSG00000023909,protein_coding,6,2,0.044,0.0
chr6,139094646,139114456,CCDC28A,+,18.56,V,ENSG00000024862,protein_coding,10,2,0.2,0.0
chr11,35160417,35253949,CD44,+,120.611,V,ENSG00000026508,protein_coding,12,2,0.283,0.0
chr17,5185560,5289660,RABEP1,+,10.15,V,ENSG00000029725,protein_coding,64,2,0.55,0.0
chr11,47799639,47870107,NUP160,-,13.54,V,ENSG00000030066,protein_coding,51,2,0.2,0.0
chr2,217730,266398,SH3YL1,-,12.755,V,ENSG00000035115,protein_coding,3,2,0.133,0.0
chr5,54603817,54721407,MTREX,+,24.522,V,ENSG00000039123,protein_coding,33,2,0.008,0.0
chr1,40303782,40349183,TRIT1,-,8.144,V,ENSG00000043514,protein_coding,26,2,0.4,0.0
chr4,57843888,57897324,POLR2B,+,34.643,V,ENSG00000047315,protein_coding,28,2,0.105,0.0
chr9,96213967,96328394,FAM120A,+,46.272,V,ENSG00000048828,protein_coding,19,2,0.059,0.0
chr12,10851688,10875922,YBX3,-,122.305,V,ENSG00000060138,protein_coding,3,2,0.125,0.0
chr12,10771522,10826917,STYK1,-,17.288,V,ENSG00000060140,protein_coding,12,2,0.134,0.0
chr5,56469775,56560506,GPBP1,+,26.435,V,ENSG00000062194,protein_coding,68,2,0.263,0.0
chr14,78266452,78401357,ADCK1,+,5.101,V,ENSG00000063761,protein_coding,48,2,0.3,0.0
chr19,19229978,19249322,TMEM161A,-,19.282,V,ENSG00000064545,protein_coding,17,2,0.3,0.0
chr6,34759792,34850915,UHRF1BP1,+,4.996,V,ENSG00000065060,protein_coding,50,2,0.021,0.0
chr19,8023457,8070543,ELAVL1,-,20.709,V,ENSG00000066044,protein_coding,17,2,0.267,0.0
chr1,41157320,41237275,NFYC,+,22.39,V,ENSG00000066136,protein_coding,31,2,0.563,0.0
chr8,71485453,71520651,TRAM1,-,33.32,V,ENSG00000067167,protein_coding,10,2,0.25,0.0
chr5,61601989,61833076,KIF2A,+,9.426,V,ENSG00000068796,protein_coding,114,2,0.093,0.0
chr15,56119120,56285944,NEDD4,-,4.169,V,ENSG00000069869,protein_coding,55,2,0.225,0.0
chr22,19023795,19109967,DGCR2,-,69.107,V,ENSG00000070413,protein_coding,32,2,0.2,0.0
chr2,106361369,106510730,NCK2,+,86.247,V,ENSG00000071051,protein_coding,19,2,0.146,0.0
chr7,73097355,73119491,BUD23,+,13.573,V,ENSG00000071462,protein_coding,10,2,0.136,0.0
chr17,19118928,19240028,EPN2,+,23.838,V,ENSG00000072134,protein_coding,55,2,0.323,0.0
chr17,19551449,19580911,ALDH3A2,+,106.23,V,ENSG00000072210,protein_coding,10,2,0.022,0.0
chr14,67707826,67802536,MPP5,+,13.049,V,ENSG00000072415,protein_coding,39,2,0.043,0.0
chr12,125261402,125367214,SCARB1,-,6.862,V,ENSG00000073060,protein_coding,45,2,0.4,0.0
chr4,6322305,6565327,PPP2R2C,-,49.157,V,ENSG00000074211,protein_coding,24,2,0.5,0.0
chr3,171318194,171528740,PLD1,-,23.643,V,ENSG00000075651,protein_coding,40,2,0.121,0.0
chr12,108915991,108955176,SART3,-,16.246,V,ENSG00000075856,protein_coding,13,2,0.167,0.0
chr12,109535379,109548797,UNG,+,48.843,V,ENSG00000076248,protein_coding,11,2,0.2,0.0
chr8,80946980,81143467,TPD52,-,16.491,V,ENSG00000076554,protein_coding,75,2,0.191,0.0
chrX,118708499,118725046,UBE2A,+,33.687,V,ENSG00000077721,protein_coding,4,2,0.108,0.0
chr18,44383181,44500123,PIAS2,-,2.762,V,ENSG00000078043,protein_coding,39,2,0.155,0.0
chr8,42249142,42263455,VDAC3,+,69.538,V,ENSG00000078668,protein_coding,2,2,0.139,0.0
chr19,1815247,1848482,REXO1,-,18.267,V,ENSG00000079313,protein_coding,11,2,0.35,0.0
chr1,64059082,64125916,PGM1,+,46.335,V,ENSG00000079739,protein_coding,13,2,0.287,0.0
chr9,2720469,2844095,PUM3,-,32.989,V,ENSG00000080608,protein_coding,16,2,0.2,0.0
chr14,68086637,68118425,ARG2,+,6.915,V,ENSG00000081181,protein_coding,9,2,0.134,0.0
chr1,201252580,201302121,PKP1,+,544.915,V,ENSG00000081277,protein_coding,2,2,0.001,0.0
chr3,132373290,132396941,UBA5,+,14.604,V,ENSG00000081307,protein_coding,4,2,0.2,0.0
chr1,67773047,67862773,IL12RB2,+,1.037,V,ENSG00000081985,protein_coding,28,2,0.2,0.0
chr2,135675805,135716912,CCNT2,+,14.39,V,ENSG00000082258,protein_coding,13,2,0.2,0.0
chr6,80816364,81055987,BCKDHB,+,11.53,V,ENSG00000083123,protein_coding,26,2,0.106,0.0
chr19,58231119,58238992,ZNF671,-,4.097,V,ENSG00000083814,protein_coding,2,2,0.362,0.0
chr2,27265232,27293490,AGBL5,+,10.488,V,ENSG00000084693,protein_coding,14,2,0.004,0.0
chr16,3179778,3192806,ZNF213,+,9.052,V,ENSG00000085644,protein_coding,8,2,0.079,0.0
chr9,33104080,33167354,B4GALT1,-,89.98,V,ENSG00000086062,protein_coding,21,2,0.3,0.0
chr9,33264877,33282068,CHMP5,+,70.373,V,ENSG00000086065,protein_coding,8,2,0.4,0.0
chr15,80351910,80430735,ZFAND6,+,21.386,V,ENSG00000086666,protein_coding,24,2,0.356,0.0
chr19,49375678,49379315,PPP1R15A,+,66.47,V,ENSG00000087074,protein_coding,0,2,0.553,0.0
chr4,69313181,69363322,TMPRSS11E,+,347.534,V,ENSG00000087128,protein_coding,7,2,0.183,0.0
chr12,27932981,27955973,KLHL42,+,8.517,V,ENSG00000087448,protein_coding,6,2,0.15,0.0
chr20,5048878,5093749,TMEM230,-,34.819,V,ENSG00000089063,protein_coding,45,2,0.163,0.0
chr12,118573929,118583389,PEBP1,+,334.227,V,ENSG00000089220,protein_coding,4,2,0.35,0.0
chr16,31191431,31206192,FUS,+,58.631,V,ENSG00000089280,protein_coding,3,2,0.101,0.0
chr19,35485688,35517375,GRAMD1A,+,10.216,V,ENSG00000089351,protein_coding,9,2,0.2,0.0
chr19,19740285,19754466,GMIP,-,19.539,V,ENSG00000089639,protein_coding,10,2,0.183,0.0
chr4,1283675,1333935,MAEA,+,24.994,V,ENSG00000090316,protein_coding,12,2,0.146,0.0
chr19,49977464,49989488,FLT3LG,+,1.426,V,ENSG00000090554,protein_coding,15,2,0.478,0.0
chr16,70147529,70196440,PDPR,+,8.36,V,ENSG00000090857,protein_coding,38,2,0.35,0.0
chr16,46723555,46732306,ORC6,+,4.505,V,ENSG00000091651,protein_coding,3,2,0.046,0.0
chr6,159186773,159240400,EZR,-,405.613,V,ENSG00000092820,protein_coding,13,2,0.001,0.0
chr1,36185819,36235579,CLSPN,-,1.233,V,ENSG00000092853,protein_coding,25,2,0.167,0.0
chr5,137523339,137549032,CDC23,-,18.293,V,ENSG00000094880,protein_coding,17,2,0.313,0.0
chr19,12873817,12983554,HOOK2,-,55.847,V,ENSG00000095066,protein_coding,87,2,0.016,0.0
chr6,52226921,52394684,EFHC1,+,2.654,V,ENSG00000096093,protein_coding,29,2,0.313,0.0
chr6,44213903,44221625,HSP90AB1,+,587.109,V,ENSG00000096384,protein_coding,2,2,0.056,0.0
chr19,18169805,18209754,IL12RB1,-,1.54,V,ENSG00000096996,protein_coding,36,2,0.3,0.0
chr19,38826415,38861583,CATSPERG,+,0.595,V,ENSG00000099338,protein_coding,33,2,0.567,0.0
chr19,38865176,38874464,PSMD8,+,105.113,V,ENSG00000099341,protein_coding,8,2,0.118,0.0
chr16,30844947,30906281,BCL7C,-,12.599,V,ENSG00000099385,protein_coding,54,2,0.167,0.0
chr22,18111621,18213621,BCL2L13,+,15.327,V,ENSG00000099968,protein_coding,82,2,0.118,0.0
chr22,38879443,38903665,DDX17,-,222.292,V,ENSG00000100201,protein_coding,7,2,0.15,0.0
chr22,43547553,43559248,TSPO,+,672.735,V,ENSG00000100300,protein_coding,1,2,0.389,0.0
chr14,24898492,24911049,KHNYN,+,29.316,V,ENSG00000100441,protein_coding,0,2,0.005,0.0
chr14,23362413,23388391,RBM23,-,12.692,V,ENSG00000100461,protein_coding,13,2,0.231,0.0
chr14,51324609,51411201,PYGL,-,103.101,V,ENSG00000100504,protein_coding,23,2,0.168,0.0
chr14,93170152,93215024,LGMN,-,50.627,V,ENSG00000100600,protein_coding,23,2,0.139,0.0
chr20,55743809,55841697,BMP7,-,35.212,V,ENSG00000101144,protein_coding,16,2,0.259,0.0
chr20,30865454,30922814,KIF3B,+,11.585,V,ENSG00000101350,protein_coding,40,2,0.101,0.0
chr20,36661948,36756182,RPRD1B,+,17.387,V,ENSG00000101413,protein_coding,19,2,0.156,0.0
chr18,12661832,12702776,CEP76,-,3.51,V,ENSG00000101624,protein_coding,28,2,0.198,0.0
chrX,114795501,114885181,PLS3,+,174.552,V,ENSG00000102024,protein_coding,41,2,0.183,0.0
chrX,149934809,150067289,CD99L2,-,9.324,V,ENSG00000102181,protein_coding,41,2,0.07,0.0
chr16,67188088,67193812,TRADD,-,43.163,V,ENSG00000102871,protein_coding,1,2,0.07,0.0
chr16,67596370,67673080,CTCF,+,14.432,V,ENSG00000102974,protein_coding,74,2,0.4,0.0
chr16,1358881,1377019,UBE2I,+,18.655,V,ENSG00000103275,protein_coding,6,2,0.6,0.0
chr16,4524691,4560348,HMOX2,+,43.947,V,ENSG00000103415,protein_coding,26,2,0.034,0.0
chr8,141521410,141527253,CHRAC1,+,16.712,V,ENSG00000104472,protein_coding,2,2,0.02,0.0
chr8,19171204,19253729,SH2D4A,+,29.924,V,ENSG00000104611,protein_coding,17,2,0.183,0.0
chr8,564746,688106,ERICH1,-,5.488,V,ENSG00000104714,protein_coding,10,2,0.267,0.0
chr16,87730091,87799598,KLHDC4,-,7.326,V,ENSG00000104731,protein_coding,25,2,0.3,0.0
chr19,39390340,39399533,NFKBIB,+,31.474,V,ENSG00000104825,protein_coding,4,2,0.21,0.0
chr19,49617581,49621717,LIN7B,+,11.476,V,ENSG00000104863,protein_coding,0,2,0.142,0.0
chr19,2269508,2273489,OAZ1,+,214.678,V,ENSG00000104904,protein_coding,1,2,0.001,0.0
chr19,50392911,50432796,IL4I1,-,2.122,V,ENSG00000104951,protein_coding,22,2,0.3,0.0
chr19,41768401,41813503,HNRNPUL1,+,75.989,V,ENSG00000105323,protein_coding,20,2,0.3,0.0
chr8,142127377,142205907,DENND3,+,4.343,V,ENSG00000105339,protein_coding,22,2,0.2,0.0
chr19,47906381,47922780,MEIS3,-,3.549,V,ENSG00000105419,protein_coding,8,2,0.146,0.0
chr19,5158506,5340814,PTPRS,-,19.934,V,ENSG00000105426,protein_coding,96,2,0.267,0.0
chr19,42829761,42882921,MEGF8,+,12.143,V,ENSG00000105429,protein_coding,22,2,0.044,0.0
chr19,49298319,49314286,BCAT2,-,20.988,V,ENSG00000105552,protein_coding,9,2,0.208,0.0
chr19,13001974,13025021,GCDH,+,12.06,V,ENSG00000105607,protein_coding,17,2,0.155,0.0
chr19,54610320,54619055,TFPT,-,15.227,V,ENSG00000105619,protein_coding,4,2,0.143,0.0
chr19,18642561,18654887,FKBP8,-,205.482,V,ENSG00000105701,protein_coding,7,2,0.2,0.0
chr7,102952736,102985277,DNAJC2,-,8.026,V,ENSG00000105821,protein_coding,17,2,0.171,0.0
chr7,134868591,134896286,WDR91,-,29.943,V,ENSG00000105875,protein_coding,4,2,0.105,0.0
chr7,16639404,16685442,ANKMY2,-,13.524,V,ENSG00000106524,protein_coding,12,2,0.2,0.0
chr7,149941005,150020814,ACTR3C,-,2.322,V,ENSG00000106526,protein_coding,12,2,0.386,0.0
chr7,42956460,42971784,PSMA2,-,3,V,ENSG00000106588,protein_coding,2,2,0.3,0.0
chr9,74477368,74525847,ABHD17B,-,18.845,V,ENSG00000107362,protein_coding,21,2,0.023,0.0
chr10,88516358,88692595,BMPR1A,+,4.554,V,ENSG00000107779,protein_coding,79,2,0.183,0.0
chr10,127512115,127542264,BCCIP,+,15.464,V,ENSG00000107949,protein_coding,5,2,0.2,0.0
chr10,105353784,105615301,SH3PXD2A,-,67.886,V,ENSG00000107957,protein_coding,61,2,0.016,0.0
chr10,60145105,60158980,TFAM,+,11.008,V,ENSG00000108064,protein_coding,3,2,0.073,0.0
chr17,27900487,27921072,GIT1,-,36.39,V,ENSG00000108262,protein_coding,1,2,0.271,0.0
chr17,45726842,45762871,KPNB1,+,63.163,V,ENSG00000108424,protein_coding,22,2,0.108,0.0
chr17,46018872,46026674,PNPO,+,10.552,V,ENSG00000108439,protein_coding,1,2,0.015,0.0
chr17,18601311,18639431,TRIM16L,+,19.261,V,ENSG00000108448,protein_coding,7,2,0.02,0.0
chr17,4848947,4852356,PFN1,-,442.589,V,ENSG00000108518,protein_coding,0,2,0.0,0.0
